"Year","Gender","Age_at_Diagnosis","Geography_code","Geography_name","ICD10_code","Site_description","Count","Type_of_rate","Rate","LCI","UCI","Flag"
2016,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",25997,"Age-specific",2685,2652.5,2717.9,""
2016,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",23527,"Age-specific",3091,3051.6,3130.8,""
2016,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",17578,"Age-specific",3405.1,3354.9,3455.8,""
2016,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",11377,"Age-specific",3341.6,3280.5,3403.6,""
2017,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",614,"Age-specific",35.8,33,38.7,""
2017,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1554,"Age-specific",82.1,78,86.3,""
2017,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2665,"Age-specific",141.6,136.2,147,""
2017,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3896,"Age-specific",212.9,206.2,219.7,""
2017,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",5675,"Age-specific",327.8,319.3,336.4,""
2017,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",10170,"Age-specific",522.5,512.4,532.8,""
2017,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",14291,"Age-specific",722,710.2,734,""
2017,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",16409,"Age-specific",932.6,918.3,946.9,""
2017,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",18998,"Age-specific",1249.8,1232.1,1267.7,""
2017,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",25419,"Age-specific",1704.2,1683.3,1725.3,""
2017,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",28665,"Age-specific",2111.5,2087.2,2136.1,""
2017,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",25879,"Age-specific",2650.4,2618.3,2682.9,""
2017,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",23663,"Age-specific",3068.6,3029.6,3107.9,""
2017,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",17787,"Age-specific",3404.2,3354.4,3454.6,""
2017,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",11095,"Age-specific",3245,3184.9,3306,""
2018,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",624,"Age-specific",36.6,33.7,39.5,""
2018,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1523,"Age-specific",81,77,85.2,""
2018,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2646,"Age-specific",139.4,134.2,144.8,""
2018,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",4080,"Age-specific",218,211.4,224.8,""
2018,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",5748,"Age-specific",337.3,328.6,346.1,""
2018,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",10229,"Age-specific",532.9,522.6,543.3,""
2018,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",14372,"Age-specific",724.4,712.6,736.3,""
2018,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",16886,"Age-specific",932.9,918.9,947.1,""
2018,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",19496,"Age-specific",1256.8,1239.3,1274.6,""
2018,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",24288,"Age-specific",1667.6,1646.7,1688.7,""
2018,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",30531,"Age-specific",2149.9,2125.9,2174.2,""
2018,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",26904,"Age-specific",2686.8,2654.8,2719.1,""
2018,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",24098,"Age-specific",3062.5,3023.9,3101.4,""
2018,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",17757,"Age-specific",3386.7,3337.1,3436.9,""
2018,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",10869,"Age-specific",3182.8,3123.3,3243.2,""
2019,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",615,"Age-specific",36.3,33.5,39.3,""
2019,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1491,"Age-specific",79.8,75.8,84,""
2019,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2725,"Age-specific",142.9,137.6,148.3,""
2019,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",4234,"Age-specific",224.7,218,231.5,""
2019,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",5931,"Age-specific",346,337.3,354.9,""
2019,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",9952,"Age-specific",530.3,520,540.9,""
2019,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",14757,"Age-specific",745.1,733.1,757.2,""
2019,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",17631,"Age-specific",947.4,933.4,961.5,""
2019,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",20147,"Age-specific",1271.4,1253.9,1289.1,""
2019,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",24128,"Age-specific",1671,1650,1692.2,""
2019,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",30913,"Age-specific",2133.1,2109.4,2157.1,""
2019,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",27576,"Age-specific",2651.6,2620.4,2683.1,""
2019,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",24955,"Age-specific",3102.1,3063.7,3140.8,""
2019,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",17879,"Age-specific",3380.2,3330.9,3430.2,""
2019,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",11308,"Age-specific",3221.3,3162.2,3281.2,""
2020,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",551,"Age-specific",32.8,30.1,35.6,""
2020,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1275,"Age-specific",69,65.3,72.9,""
2020,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2494,"Age-specific",130.7,125.6,135.9,""
2020,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3838,"Age-specific",203.6,197.2,210.1,""
2020,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",5280,"Age-specific",302.4,294.3,310.7,""
2020,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",8368,"Age-specific",455.9,446.2,465.8,""
2020,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",12214,"Age-specific",621.9,610.9,633,""
2020,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",15109,"Age-specific",791.4,778.8,804.1,""
2020,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",17391,"Age-specific",1068,1052.2,1084,""
2020,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",19874,"Age-specific",1383.4,1364.3,1402.8,""
2020,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",26582,"Age-specific",1808.1,1786.4,1829.9,""
2020,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",24488,"Age-specific",2276,2247.6,2304.7,""
2020,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",21941,"Age-specific",2711.5,2675.8,2747.7,""
2020,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",15651,"Age-specific",2957.7,2911.5,3004.4,""
2020,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",9679,"Age-specific",2753.5,2698.9,2808.9,""
2001,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",495,"Age-specific",33.1,30.3,36.2,""
2001,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",752,"Age-specific",45.3,42.1,48.6,""
2001,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1237,"Age-specific",64.4,60.9,68.1,""
2001,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1665,"Age-specific",85.6,81.5,89.8,""
2001,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",2405,"Age-specific",138.6,133.1,144.3,""
2001,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",3609,"Age-specific",232.4,224.9,240.1,""
2001,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",7215,"Age-specific",432.5,422.6,442.6,""
2001,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",10784,"Age-specific",768.5,754,783.1,""
2001,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",15146,"Age-specific",1287.6,1267.2,1308.3,""
2001,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",20741,"Age-specific",1997.5,1970.4,2024.8,""
2001,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",24488,"Age-specific",2753,2718.6,2787.7,""
2001,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",25113,"Age-specific",3649.4,3604.4,3694.8,""
2001,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",17319,"Age-specific",4177.1,4115.1,4239.8,""
2001,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",9728,"Age-specific",5008.8,4909.8,5109.4,""
2001,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",3553,"Age-specific",4879.4,4720.3,5042.6,""
2002,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",474,"Age-specific",31.1,28.3,34,""
2002,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",652,"Age-specific",40.5,37.4,43.7,""
2002,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1123,"Age-specific",59.4,56,63,""
2002,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1679,"Age-specific",85.2,81.2,89.4,""
2002,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",2461,"Age-specific",137.7,132.3,143.2,""
2002,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",3674,"Age-specific",234.6,227.1,242.3,""
2002,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",6700,"Age-specific",420.1,410.1,430.3,""
2002,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",11545,"Age-specific",761.8,748,775.8,""
2002,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",15082,"Age-specific",1282.2,1261.8,1302.8,""
2002,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",20729,"Age-specific",1979.4,1952.5,2006.5,""
2002,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",24366,"Age-specific",2726.6,2692.5,2761.1,""
2002,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",24640,"Age-specific",3591.9,3547.2,3637.1,""
2002,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",18246,"Age-specific",4149.9,4089.9,4210.5,""
2002,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",9423,"Age-specific",4908.6,4810,5008.7,""
2002,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",3530,"Age-specific",4607.5,4456.7,4762,""
2003,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",509,"Age-specific",32.6,29.8,35.5,""
2003,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",665,"Age-specific",42.2,39,45.5,""
2003,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1190,"Age-specific",64.1,60.5,67.8,""
2003,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1662,"Age-specific",84.1,80.1,88.2,""
2003,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",2456,"Age-specific",134.2,129,139.7,""
2003,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",3704,"Age-specific",231.7,224.3,239.3,""
2003,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",6476,"Age-specific",418.9,408.8,429.3,""
2003,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",11975,"Age-specific",759,745.4,772.7,""
2003,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",15693,"Age-specific",1310.4,1289.9,1331,""
2003,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",21112,"Age-specific",1988.2,1961.4,2015.2,""
2003,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",24180,"Age-specific",2698.9,2665,2733.1,""
2003,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",25159,"Age-specific",3660.2,3615.2,3705.8,""
2003,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",19300,"Age-specific",4167.8,4109.2,4227,""
2003,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",8929,"Age-specific",4822.8,4723.3,4923.9,""
2003,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",3752,"Age-specific",4681.1,4532.5,4833.3,""
2004,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",521,"Age-specific",32.3,29.6,35.2,""
2004,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",752,"Age-specific",47.8,44.4,51.3,""
2004,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1127,"Age-specific",62.2,58.6,65.9,""
2004,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1798,"Age-specific",91.6,87.4,95.9,""
2004,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",2632,"Age-specific",140.8,135.5,146.3,""
2004,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",3886,"Age-specific",237.8,230.4,245.4,""
2004,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",6554,"Age-specific",430.8,420.4,441.3,""
2004,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",12769,"Age-specific",796,782.2,809.9,""
2004,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",16436,"Age-specific",1334.7,1314.4,1355.3,""
2004,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",22299,"Age-specific",2071.4,2044.3,2098.8,""
2004,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",25544,"Age-specific",2852.1,2817.2,2887.2,""
2004,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",25517,"Age-specific",3684.4,3639.4,3729.9,""
2004,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",21047,"Age-specific",4429.9,4370.2,4490.2,""
2004,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",8914,"Age-specific",4750.9,4652.8,4850.6,""
2004,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",4012,"Age-specific",4777.4,4630.7,4927.5,""
2005,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",529,"Age-specific",32,29.3,34.8,""
2005,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",783,"Age-specific",48.4,45.1,51.9,""
2005,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1214,"Age-specific",68.3,64.5,72.2,""
2005,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1894,"Age-specific",97.1,92.8,101.6,""
2005,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",2722,"Age-specific",142,136.7,147.4,""
2005,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",4076,"Age-specific",242.9,235.5,250.5,""
2005,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",6646,"Age-specific",438.9,428.4,449.6,""
2005,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",13102,"Age-specific",809.8,796,823.8,""
2005,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",16995,"Age-specific",1336.4,1316.3,1356.6,""
2005,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",22552,"Age-specific",2080.7,2053.7,2108.1,""
2005,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",25323,"Age-specific",2811.9,2777.4,2846.7,""
2005,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",25780,"Age-specific",3675.1,3630.3,3720.2,""
2005,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",20585,"Age-specific",4352.7,4293.4,4412.6,""
2005,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",10017,"Age-specific",4869.2,4774.3,4965.5,""
2005,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",4207,"Age-specific",4806.1,4661.9,4953.5,""
2006,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",542,"Age-specific",32.3,29.6,35.1,""
2006,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",856,"Age-specific",51.4,48,54.9,""
2006,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1179,"Age-specific",68.2,64.4,72.2,""
2006,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1838,"Age-specific",94.9,90.6,99.4,""
2006,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",2902,"Age-specific",149.4,144,154.9,""
2006,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",4213,"Age-specific",243.8,236.5,251.3,""
2006,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",6905,"Age-specific",454.2,443.6,465.1,""
2006,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",13258,"Age-specific",819.4,805.5,833.5,""
2006,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",18489,"Age-specific",1392.1,1372.1,1412.3,""
2006,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",22999,"Age-specific",2141.6,2114,2169.5,""
2006,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",26517,"Age-specific",2924.6,2889.5,2960,""
2006,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",26708,"Age-specific",3749.2,3704.4,3794.4,""
2006,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",21394,"Age-specific",4512.5,4452.3,4573.4,""
2006,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",11311,"Age-specific",5010.5,4918.6,5103.7,""
2006,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",4506,"Age-specific",5067.7,4920.8,5217.9,""
2007,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",567,"Age-specific",33,30.4,35.9,""
2007,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",907,"Age-specific",52.7,49.3,56.2,""
2007,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1134,"Age-specific",67.4,63.6,71.5,""
2007,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1901,"Age-specific",99.1,94.7,103.7,""
2007,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",3007,"Age-specific",153.3,147.9,158.9,""
2007,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",4343,"Age-specific",245.7,238.4,253.1,""
2007,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",7200,"Age-specific",467,456.3,477.9,""
2007,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",13026,"Age-specific",845.9,831.4,860.5,""
2007,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",20018,"Age-specific",1393.9,1374.7,1413.4,""
2007,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",23979,"Age-specific",2226.6,2198.5,2255,""
2007,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",27301,"Age-specific",2971.1,2936,3006.6,""
2007,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",27538,"Age-specific",3808.6,3763.8,3853.9,""
2007,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",21655,"Age-specific",4521,4461,4581.7,""
2007,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",12650,"Age-specific",5207.5,5117.2,5299.1,""
2007,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",4627,"Age-specific",5132.7,4985.8,5282.7,""
2008,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",630,"Age-specific",36.4,33.6,39.3,""
2008,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",944,"Age-specific",53,49.6,56.5,""
2008,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1214,"Age-specific",72.9,68.8,77.1,""
2008,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1996,"Age-specific",105.7,101.1,110.4,""
2008,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",3223,"Age-specific",164.1,158.5,169.9,""
2008,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",4898,"Age-specific",270.5,263,278.2,""
2008,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",7648,"Age-specific",485.1,474.3,496.1,""
2008,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",13158,"Age-specific",879.5,864.5,894.6,""
2008,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",22183,"Age-specific",1478,1458.7,1497.6,""
2008,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",25739,"Age-specific",2334.8,2306.4,2363.5,""
2008,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",29527,"Age-specific",3144.3,3108.5,3180.4,""
2008,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",30064,"Age-specific",4108.7,4062.4,4155.4,""
2008,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",23756,"Age-specific",4884.2,4822.3,4946.7,""
2008,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",13967,"Age-specific",5403.9,5314.6,5494.2,""
2008,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",4847,"Age-specific",5478.6,5325.4,5635,""
2009,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",581,"Age-specific",33.7,31,36.5,""
2009,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",966,"Age-specific",53.9,50.5,57.4,""
2009,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1304,"Age-specific",77.2,73,81.5,""
2009,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1935,"Age-specific",104.9,100.3,109.7,""
2009,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",3304,"Age-specific",168.5,162.8,174.3,""
2009,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",5076,"Age-specific",273.3,265.9,281,""
2009,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",7863,"Age-specific",487.6,476.9,498.5,""
2009,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",13149,"Age-specific",888.3,873.2,903.6,""
2009,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",22664,"Age-specific",1482.5,1463.2,1501.9,""
2009,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",26747,"Age-specific",2341.9,2313.9,2370.1,""
2009,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",30105,"Age-specific",3141.2,3105.8,3176.9,""
2009,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",29958,"Age-specific",4057.2,4011.3,4103.4,""
2009,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",23923,"Age-specific",4822.5,4761.6,4884,""
2009,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",14854,"Age-specific",5615.7,5525.7,5706.7,""
2009,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",4856,"Age-specific",5112.7,4969.9,5258.6,""
2010,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",618,"Age-specific",35,32.3,37.9,""
2010,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",996,"Age-specific",55.2,51.9,58.8,""
2010,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1321,"Age-specific",76.7,72.6,81,""
2010,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1950,"Age-specific",108,103.3,112.9,""
2010,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",3293,"Age-specific",170,164.3,175.9,""
2010,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",5306,"Age-specific",279.1,271.6,286.7,""
2010,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",8308,"Age-specific",502.4,491.6,513.3,""
2010,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",13193,"Age-specific",895,879.8,910.4,""
2010,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",23441,"Age-specific",1514.7,1495.3,1534.2,""
2010,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",27955,"Age-specific",2358.7,2331.1,2386.5,""
2010,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",31450,"Age-specific",3244.3,3208.5,3280.3,""
2010,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",30769,"Age-specific",4105,4059.2,4151.1,""
2010,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",24553,"Age-specific",4815.4,4755.3,4876,""
2010,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",15135,"Age-specific",5590.1,5501.4,5679.9,""
2010,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",5640,"Age-specific",5448.8,5307.5,5592.9,""
2011,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",621,"Age-specific",34.2,31.6,37,""
2011,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",985,"Age-specific",53.9,50.6,57.4,""
2011,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1335,"Age-specific",75.6,71.6,79.8,""
2011,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1815,"Age-specific",103.4,98.7,108.2,""
2011,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",3218,"Age-specific",167.4,161.7,173.3,""
2011,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",5657,"Age-specific",293.7,286.1,301.5,""
2011,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",8641,"Age-specific",508.6,497.9,519.4,""
2011,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",13507,"Age-specific",909.7,894.4,925.2,""
2011,"Male","60 to 64","E92000001","England","C00-C97","All malignant cancers",23892,"Age-specific",1539.4,1520,1559.1,""
2011,"Male","65 to 69","E92000001","England","C00-C97","All malignant cancers",29116,"Age-specific",2343.1,2316.3,2370.2,""
2011,"Male","70 to 74","E92000001","England","C00-C97","All malignant cancers",31599,"Age-specific",3279.3,3243.3,3315.7,""
2011,"Male","75 to 79","E92000001","England","C00-C97","All malignant cancers",31492,"Age-specific",4137.5,4092,4183.5,""
2011,"Male","80 to 84","E92000001","England","C00-C97","All malignant cancers",25578,"Age-specific",4879.5,4819.9,4939.7,""
2011,"Male","85 to 89","E92000001","England","C00-C97","All malignant cancers",15523,"Age-specific",5581.7,5494.2,5670.2,""
2011,"Male","90 and over","E92000001","England","C00-C97","All malignant cancers",6321,"Age-specific",5653.7,5515.2,5794.8,""
2012,"Male","20 to 24","E92000001","England","C00-C97","All malignant cancers",608,"Age-specific",33.2,30.6,35.9,""
2012,"Male","25 to 29","E92000001","England","C00-C97","All malignant cancers",990,"Age-specific",54.2,50.9,57.7,""
2012,"Male","30 to 34","E92000001","England","C00-C97","All malignant cancers",1367,"Age-specific",76,72.1,80.2,""
2012,"Male","35 to 39","E92000001","England","C00-C97","All malignant cancers",1949,"Age-specific",114.2,109.2,119.3,""
2012,"Male","40 to 44","E92000001","England","C00-C97","All malignant cancers",3365,"Age-specific",177,171,183.1,""
2012,"Male","45 to 49","E92000001","England","C00-C97","All malignant cancers",5838,"Age-specific",301,293.3,308.8,""
2012,"Male","50 to 54","E92000001","England","C00-C97","All malignant cancers",8873,"Age-specific",507.5,497,518.2,""
2012,"Male","55 to 59","E92000001","England","C00-C97","All malignant cancers",13767,"Age-specific",911.8,896.6,927.2,""
