"Year","Gender","Age_at_Diagnosis","Geography_code","Geography_name","ICD10_code","Site_description","Count","Type_of_rate","Rate","LCI","UCI","Flag"
2018,"Persons","All ages","E92000001","England","C73","Malignant neoplasm of thyroid gland",3452,"Non-standardised",6.2,6,6.4,""
2018,"Persons","All ages","E92000001","England","C73","Malignant neoplasm of thyroid gland",3452,"Age-standardised",6.4,6.2,6.6,""
2018,"Persons","All ages","E92000001","England","C74","Malignant neoplasm of adrenal gland",223,"Non-standardised",0.4,0.3,0.5,""
2018,"Persons","All ages","E92000001","England","C74","Malignant neoplasm of adrenal gland",223,"Age-standardised",0.4,0.3,0.5,""
2018,"Persons","All ages","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures",103,"Non-standardised",0.2,0.2,0.2,""
2018,"Persons","All ages","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures",103,"Age-standardised",0.2,0.2,0.2,""
2018,"Persons","All ages","E92000001","England","C76","Malignant neoplasm of other and ill-defined sites",152,"Non-standardised",0.3,0.2,0.3,""
2018,"Persons","All ages","E92000001","England","C76","Malignant neoplasm of other and ill-defined sites",152,"Age-standardised",0.3,0.2,0.3,""
2018,"Persons","All ages","E92000001","England","C77","Secondary and unspecified malignant neoplasm of lymph nodes",490,"Non-standardised",0.9,0.8,1,""
2018,"Persons","All ages","E92000001","England","C77","Secondary and unspecified malignant neoplasm of lymph nodes",490,"Age-standardised",0.9,0.8,1,""
2018,"Persons","All ages","E92000001","England","C78","Secondary malignant neoplasm of respiratory and digestive organs",1181,"Non-standardised",2.1,2,2.2,""
2018,"Persons","All ages","E92000001","England","C78","Secondary malignant neoplasm of respiratory and digestive organs",1181,"Age-standardised",2.2,2.1,2.4,""
2018,"Persons","All ages","E92000001","England","C79","Secondary malignant neoplasm of other and unspecified sites",4837,"Non-standardised",8.6,8.4,8.9,""
2018,"Persons","All ages","E92000001","England","C79","Secondary malignant neoplasm of other and unspecified sites",4837,"Age-standardised",9.1,8.9,9.4,""
2018,"Persons","All ages","E92000001","England","C80","Malignant neoplasm, without specification of site",46,"Non-standardised",0.1,0.1,0.1,""
2018,"Persons","All ages","E92000001","England","C80","Malignant neoplasm, without specification of site",46,"Age-standardised",0.1,0.1,0.1,""
2018,"Persons","All ages","E92000001","England","C81","Hodgkin lymphoma",1786,"Non-standardised",3.2,3,3.3,""
2018,"Persons","All ages","E92000001","England","C81","Hodgkin lymphoma",1786,"Age-standardised",3.2,3.1,3.4,""
2018,"Persons","All ages","E92000001","England","C82","Follicular lymphoma",2441,"Non-standardised",4.4,4.2,4.5,""
2018,"Persons","All ages","E92000001","England","C82","Follicular lymphoma",2441,"Age-standardised",4.6,4.4,4.8,""
2018,"Persons","All ages","E92000001","England","C82-C86","Non-Hodgkin lymphoma",11362,"Non-standardised",20.3,19.9,20.7,""
2018,"Persons","All ages","E92000001","England","C82-C86","Non-Hodgkin lymphoma",11362,"Age-standardised",21.5,21.1,21.9,""
2018,"Persons","All ages","E92000001","England","C83","Non-follicular lymphoma",6058,"Non-standardised",10.8,10.6,11.1,""
2018,"Persons","All ages","E92000001","England","C83","Non-follicular lymphoma",6058,"Age-standardised",11.5,11.2,11.8,""
2018,"Persons","All ages","E92000001","England","C84","Mature T/NK-cell lymphomas",599,"Non-standardised",1.1,1,1.2,""
2018,"Persons","All ages","E92000001","England","C84","Mature T/NK-cell lymphomas",599,"Age-standardised",1.1,1,1.2,""
2018,"Persons","All ages","E92000001","England","C85","Other and unspecified types of non-Hodgkin lymphoma",1964,"Non-standardised",3.5,3.4,3.7,""
2018,"Persons","All ages","E92000001","England","C85","Other and unspecified types of non-Hodgkin lymphoma",1964,"Age-standardised",3.7,3.5,3.9,""
2018,"Persons","All ages","E92000001","England","C86","Other specified types of T/NK-cell lymphoma",300,"Non-standardised",0.5,0.5,0.6,""
2018,"Persons","All ages","E92000001","England","C86","Other specified types of T/NK-cell lymphoma",300,"Age-standardised",0.6,0.5,0.6,""
2018,"Persons","All ages","E92000001","England","C88","Malignant immunoproliferative diseases",1197,"Non-standardised",2.1,2,2.3,""
2018,"Persons","All ages","E92000001","England","C88","Malignant immunoproliferative diseases",1197,"Age-standardised",2.3,2.1,2.4,""
2018,"Persons","All ages","E92000001","England","C90","Multiple myeloma and malignant plasma cell neoplasms",5178,"Non-standardised",9.3,9,9.5,""
2018,"Persons","All ages","E92000001","England","C90","Multiple myeloma and malignant plasma cell neoplasms",5178,"Age-standardised",9.8,9.6,10.1,""
2018,"Persons","All ages","E92000001","England","C91","Lymphoid leukaemia",4516,"Non-standardised",8.1,7.8,8.3,""
2018,"Persons","All ages","E92000001","England","C91","Lymphoid leukaemia",4516,"Age-standardised",8.4,8.2,8.7,""
2018,"Persons","All ages","E92000001","England","C91-C95","Leukaemia",8555,"Non-standardised",15.3,15,15.6,""
2018,"Persons","All ages","E92000001","England","C91-C95","Leukaemia",8555,"Age-standardised",16,15.7,16.4,""
2018,"Persons","All ages","E92000001","England","C92","Myeloid leukaemia",3035,"Non-standardised",5.4,5.2,5.6,""
2018,"Persons","All ages","E92000001","England","C92","Myeloid leukaemia",3035,"Age-standardised",5.7,5.5,5.9,""
2018,"Persons","All ages","E92000001","England","C93","Monocytic leukaemia",590,"Non-standardised",1.1,1,1.1,""
2018,"Persons","All ages","E92000001","England","C93","Monocytic leukaemia",590,"Age-standardised",1.1,1,1.2,""
2018,"Persons","All ages","E92000001","England","C94","Other leukaemias of specified cell type",312,"Non-standardised",0.6,0.5,0.6,""
2018,"Persons","All ages","E92000001","England","C94","Other leukaemias of specified cell type",312,"Age-standardised",0.6,0.5,0.7,""
2018,"Persons","All ages","E92000001","England","C95","Leukaemia of unspecified cell type",102,"Non-standardised",0.2,0.1,0.2,""
2018,"Persons","All ages","E92000001","England","C95","Leukaemia of unspecified cell type",102,"Age-standardised",0.2,0.2,0.2,""
2018,"Persons","All ages","E92000001","England","C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",169,"Non-standardised",0.3,0.3,0.4,""
2018,"Persons","All ages","E92000001","England","C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",169,"Age-standardised",0.3,0.3,0.4,""
2018,"Persons","All ages","E92000001","England","C97","Malignant neoplasms of independent (primary) multiple sites",0,"Non-standardised",NA,NA,NA,"s"
2018,"Persons","All ages","E92000001","England","C97","Malignant neoplasms of independent (primary) multiple sites",0,"Age-standardised",NA,NA,NA,"s"
2018,"Persons","All ages","E92000001","England","D00","Carcinoma in situ of oral cavity, oesophagus and stomach",994,"Non-standardised",1.8,1.7,1.9,""
2018,"Persons","All ages","E92000001","England","D00","Carcinoma in situ of oral cavity, oesophagus and stomach",994,"Age-standardised",1.9,1.8,2,""
2018,"Persons","All ages","E92000001","England","D01","Carcinoma in situ of other and unspecified digestive organs",4084,"Non-standardised",7.3,7.1,7.5,""
2018,"Persons","All ages","E92000001","England","D01","Carcinoma in situ of other and unspecified digestive organs",4084,"Age-standardised",7.8,7.5,8,""
2018,"Persons","All ages","E92000001","England","D02","Carcinoma in situ of middle ear and respiratory system",371,"Non-standardised",0.7,0.6,0.7,""
2018,"Persons","All ages","E92000001","England","D02","Carcinoma in situ of middle ear and respiratory system",371,"Age-standardised",0.7,0.6,0.8,""
2018,"Persons","All ages","E92000001","England","D03","Melanoma in situ",7031,"Non-standardised",12.6,12.3,12.9,""
2018,"Persons","All ages","E92000001","England","D03","Melanoma in situ",7031,"Age-standardised",13.3,13,13.6,""
2018,"Persons","All ages","E92000001","England","D05","Carcinoma in situ of breast",7446,"Non-standardised",13.3,13,13.6,""
2018,"Persons","All ages","E92000001","England","D05","Carcinoma in situ of breast",7446,"Age-standardised",14,13.7,14.3,""
2018,"Persons","All ages","E92000001","England","D06","Carcinoma in situ of cervix uteri",20332,"Non-standardised",71.8,70.8,72.8,""
2018,"Persons","All ages","E92000001","England","D06","Carcinoma in situ of cervix uteri",20332,"Age-standardised",70.4,69.5,71.4,""
2018,"Persons","All ages","E92000001","England","D07","Carcinoma in situ of other and unspecified genital organs",2615,"Non-standardised",4.7,4.5,4.9,""
2018,"Persons","All ages","E92000001","England","D07","Carcinoma in situ of other and unspecified genital organs",2615,"Age-standardised",5,4.8,5.1,""
2018,"Persons","All ages","E92000001","England","D09","Carcinoma in situ of other and unspecified sites",9738,"Non-standardised",17.4,17.1,17.7,""
2018,"Persons","All ages","E92000001","England","D09","Carcinoma in situ of other and unspecified sites",9738,"Age-standardised",18.6,18.2,18.9,""
2018,"Persons","All ages","E92000001","England","D32","Benign neoplasm of meninges",2814,"Non-standardised",5,4.8,5.2,""
2018,"Persons","All ages","E92000001","England","D32","Benign neoplasm of meninges",2814,"Age-standardised",5.3,5.1,5.5,""
2018,"Persons","All ages","E92000001","England","D33","Benign neoplasm of brain and other parts of central nervous system",991,"Non-standardised",1.8,1.7,1.9,""
2018,"Persons","All ages","E92000001","England","D33","Benign neoplasm of brain and other parts of central nervous system",991,"Age-standardised",1.8,1.7,2,""
2018,"Persons","All ages","E92000001","England","D352","Benign neoplasm: Pituitary gland",913,"Non-standardised",1.6,1.5,1.7,""
2018,"Persons","All ages","E92000001","England","D352","Benign neoplasm: Pituitary gland",913,"Age-standardised",1.7,1.6,1.8,""
2018,"Persons","All ages","E92000001","England","D353","Benign neoplasm: Craniopharyngeal duct",0,"Non-standardised",NA,NA,NA,"s"
2018,"Persons","All ages","E92000001","England","D353","Benign neoplasm: Craniopharyngeal duct",0,"Age-standardised",NA,NA,NA,"s"
2018,"Persons","All ages","E92000001","England","D354","Benign neoplasm: Pineal gland",7,"Non-standardised",0,0,0,"as"
2018,"Persons","All ages","E92000001","England","D354","Benign neoplasm: Pineal gland",7,"Age-standardised",NA,NA,NA,"as"
2018,"Persons","All ages","E92000001","England","D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs",1735,"Non-standardised",3.1,3,3.2,""
2018,"Persons","All ages","E92000001","England","D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs",1735,"Age-standardised",3.2,3.1,3.4,""
2018,"Persons","All ages","E92000001","England","D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs",121,"Non-standardised",0.2,0.2,0.3,""
2018,"Persons","All ages","E92000001","England","D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs",121,"Age-standardised",0.2,0.2,0.3,""
2018,"Persons","All ages","E92000001","England","D39","Neoplasm of uncertain or unknown behaviour of female genital organs",258,"Non-standardised",0.9,0.8,1,""
2018,"Persons","All ages","E92000001","England","D39","Neoplasm of uncertain or unknown behaviour of female genital organs",258,"Age-standardised",0.9,0.8,1.1,""
2018,"Persons","All ages","E92000001","England","D40","Neoplasm of uncertain or unknown behaviour of male genital organs",80,"Non-standardised",0.3,0.2,0.4,""
2018,"Persons","All ages","E92000001","England","D40","Neoplasm of uncertain or unknown behaviour of male genital organs",80,"Age-standardised",0.3,0.2,0.4,""
2018,"Persons","All ages","E92000001","England","D41","Neoplasm of uncertain or unknown behaviour of urinary organs",1024,"Non-standardised",1.8,1.7,1.9,""
2018,"Persons","All ages","E92000001","England","D41","Neoplasm of uncertain or unknown behaviour of urinary organs",1024,"Age-standardised",1.9,1.8,2.1,""
2018,"Persons","All ages","E92000001","England","D42","Neoplasm of uncertain or unknown behaviour of meninges",309,"Non-standardised",0.6,0.5,0.6,""
2018,"Persons","All ages","E92000001","England","D42","Neoplasm of uncertain or unknown behaviour of meninges",309,"Age-standardised",0.6,0.5,0.7,""
2018,"Persons","All ages","E92000001","England","D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system",525,"Non-standardised",0.9,0.9,1,""
2018,"Persons","All ages","E92000001","England","D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system",525,"Age-standardised",1,0.9,1,""
2018,"Persons","All ages","E92000001","England","D44","Neoplasm of uncertain or unknown behaviour of endocrine glands",226,"Non-standardised",0.4,0.4,0.5,""
2018,"Persons","All ages","E92000001","England","D44","Neoplasm of uncertain or unknown behaviour of endocrine glands",226,"Age-standardised",0.4,0.4,0.5,""
2018,"Persons","All ages","E92000001","England","D45","Polycythaemia vera",795,"Non-standardised",1.4,1.3,1.5,""
2018,"Persons","All ages","E92000001","England","D45","Polycythaemia vera",795,"Age-standardised",1.5,1.4,1.6,""
2018,"Persons","All ages","E92000001","England","D46","Myelodysplastic syndromes",2722,"Non-standardised",4.9,4.7,5,""
2018,"Persons","All ages","E92000001","England","D46","Myelodysplastic syndromes",2722,"Age-standardised",5.2,5,5.4,""
2018,"Persons","All ages","E92000001","England","D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",2870,"Non-standardised",5.1,4.9,5.3,""
2018,"Persons","All ages","E92000001","England","D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",2870,"Age-standardised",5.4,5.2,5.6,""
2018,"Persons","All ages","E92000001","England","D48","Neoplasm of uncertain or unknown behaviour of other and unspecified sites",1402,"Non-standardised",2.5,2.4,2.6,""
2018,"Persons","All ages","E92000001","England","D48","Neoplasm of uncertain or unknown behaviour of other and unspecified sites",1402,"Age-standardised",2.6,2.5,2.8,""
2019,"Persons","All ages","E92000001","England","C00","Malignant neoplasm of lip",228,"Non-standardised",0.4,0.4,0.5,""
2019,"Persons","All ages","E92000001","England","C00","Malignant neoplasm of lip",228,"Age-standardised",0.4,0.4,0.5,""
2019,"Persons","All ages","E92000001","England","C00-C14","Malignant neoplasm of lip, oral cavity and pharynx",8464,"Non-standardised",15,14.7,15.4,""
2019,"Persons","All ages","E92000001","England","C00-C14","Malignant neoplasm of lip, oral cavity and pharynx",8464,"Age-standardised",15.8,15.5,16.2,""
2019,"Persons","All ages","E92000001","England","C01","Malignant neoplasm of base of tongue",1295,"Non-standardised",2.3,2.2,2.4,""
2019,"Persons","All ages","E92000001","England","C01","Malignant neoplasm of base of tongue",1295,"Age-standardised",2.4,2.3,2.6,""
2019,"Persons","All ages","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue",1237,"Non-standardised",2.2,2.1,2.3,""
2019,"Persons","All ages","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue",1237,"Age-standardised",2.3,2.2,2.4,""
2019,"Persons","All ages","E92000001","England","C03","Malignant neoplasm of gum",505,"Non-standardised",0.9,0.8,1,""
2019,"Persons","All ages","E92000001","England","C03","Malignant neoplasm of gum",505,"Age-standardised",0.9,0.9,1,""
2019,"Persons","All ages","E92000001","England","C04","Malignant neoplasm of floor of mouth",473,"Non-standardised",0.8,0.8,0.9,""
2019,"Persons","All ages","E92000001","England","C04","Malignant neoplasm of floor of mouth",473,"Age-standardised",0.9,0.8,1,""
2019,"Persons","All ages","E92000001","England","C05","Malignant neoplasm of palate",429,"Non-standardised",0.8,0.7,0.8,""
2019,"Persons","All ages","E92000001","England","C05","Malignant neoplasm of palate",429,"Age-standardised",0.8,0.7,0.9,""
2019,"Persons","All ages","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth",550,"Non-standardised",1,0.9,1.1,""
2019,"Persons","All ages","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth",550,"Age-standardised",1,0.9,1.1,""
2019,"Persons","All ages","E92000001","England","C07","Malignant neoplasm of parotid gland",493,"Non-standardised",0.9,0.8,1,""
2019,"Persons","All ages","E92000001","England","C07","Malignant neoplasm of parotid gland",493,"Age-standardised",0.9,0.8,1,""
2019,"Persons","All ages","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands",136,"Non-standardised",0.2,0.2,0.3,""
2019,"Persons","All ages","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands",136,"Age-standardised",0.3,0.2,0.3,""
2019,"Persons","All ages","E92000001","England","C09","Malignant neoplasm of tonsil",1777,"Non-standardised",3.2,3,3.3,""
2019,"Persons","All ages","E92000001","England","C09","Malignant neoplasm of tonsil",1777,"Age-standardised",3.3,3.2,3.5,""
2019,"Persons","All ages","E92000001","England","C10","Malignant neoplasm of oropharynx",455,"Non-standardised",0.8,0.7,0.9,""
2019,"Persons","All ages","E92000001","England","C10","Malignant neoplasm of oropharynx",455,"Age-standardised",0.9,0.8,0.9,""
2019,"Persons","All ages","E92000001","England","C11","Malignant neoplasm of nasopharynx",216,"Non-standardised",0.4,0.3,0.4,""
2019,"Persons","All ages","E92000001","England","C11","Malignant neoplasm of nasopharynx",216,"Age-standardised",0.4,0.3,0.5,""
2019,"Persons","All ages","E92000001","England","C12","Malignant neoplasm of piriform sinus",322,"Non-standardised",0.6,0.5,0.6,""
2019,"Persons","All ages","E92000001","England","C12","Malignant neoplasm of piriform sinus",322,"Age-standardised",0.6,0.5,0.7,""
2019,"Persons","All ages","E92000001","England","C13","Malignant neoplasm of hypopharynx",300,"Non-standardised",0.5,0.5,0.6,""
2019,"Persons","All ages","E92000001","England","C13","Malignant neoplasm of hypopharynx",300,"Age-standardised",0.6,0.5,0.6,""
2019,"Persons","All ages","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",48,"Non-standardised",0.1,0.1,0.1,""
2019,"Persons","All ages","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",48,"Age-standardised",0.1,0.1,0.1,""
2019,"Persons","All ages","E92000001","England","C15","Malignant neoplasm of oesophagus",7834,"Non-standardised",13.9,13.6,14.2,""
2019,"Persons","All ages","E92000001","England","C15","Malignant neoplasm of oesophagus",7834,"Age-standardised",14.6,14.3,15,""
2019,"Persons","All ages","E92000001","England","C16","Malignant neoplasm of stomach",5641,"Non-standardised",10,9.8,10.3,""
2019,"Persons","All ages","E92000001","England","C16","Malignant neoplasm of stomach",5641,"Age-standardised",10.5,10.2,10.8,""
2019,"Persons","All ages","E92000001","England","C17","Malignant neoplasm of small intestine",1716,"Non-standardised",3,2.9,3.2,""
2019,"Persons","All ages","E92000001","England","C17","Malignant neoplasm of small intestine",1716,"Age-standardised",3.2,3.1,3.4,""
2019,"Persons","All ages","E92000001","England","C18","Malignant neoplasm of colon",25560,"Non-standardised",45.4,44.9,46,""
2019,"Persons","All ages","E92000001","England","C18","Malignant neoplasm of colon",25560,"Age-standardised",47.6,47,48.1,""
2019,"Persons","All ages","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",37843,"Non-standardised",67.2,66.6,67.9,""
2019,"Persons","All ages","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",37843,"Age-standardised",70.5,69.8,71.2,""
2019,"Persons","All ages","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",1953,"Non-standardised",3.5,3.3,3.6,""
2019,"Persons","All ages","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",1953,"Age-standardised",3.6,3.5,3.8,""
2019,"Persons","All ages","E92000001","England","C20","Malignant neoplasm of rectum",10330,"Non-standardised",18.4,18,18.7,""
2019,"Persons","All ages","E92000001","England","C20","Malignant neoplasm of rectum",10330,"Age-standardised",19.3,18.9,19.7,""
2019,"Persons","All ages","E92000001","England","C21","Malignant neoplasm of anus and anal canal",1361,"Non-standardised",2.4,2.3,2.5,""
2019,"Persons","All ages","E92000001","England","C21","Malignant neoplasm of anus and anal canal",1361,"Age-standardised",2.5,2.4,2.7,""
2019,"Persons","All ages","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",5868,"Non-standardised",10.4,10.2,10.7,""
2019,"Persons","All ages","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",5868,"Age-standardised",10.9,10.7,11.2,""
2019,"Persons","All ages","E92000001","England","C23","Malignant neoplasm of gallbladder",972,"Non-standardised",1.7,1.6,1.8,""
2019,"Persons","All ages","E92000001","England","C23","Malignant neoplasm of gallbladder",972,"Age-standardised",1.8,1.7,1.9,""
2019,"Persons","All ages","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",1207,"Non-standardised",2.1,2,2.3,""
2019,"Persons","All ages","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",1207,"Age-standardised",2.2,2.1,2.4,""
2019,"Persons","All ages","E92000001","England","C25","Malignant neoplasm of pancreas",9338,"Non-standardised",16.6,16.3,16.9,""
2019,"Persons","All ages","E92000001","England","C25","Malignant neoplasm of pancreas",9338,"Age-standardised",17.4,17.1,17.8,""
2019,"Persons","All ages","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",402,"Non-standardised",0.7,0.6,0.8,""
2019,"Persons","All ages","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",402,"Age-standardised",0.7,0.7,0.8,""
2019,"Persons","All ages","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",306,"Non-standardised",0.5,0.5,0.6,""
2019,"Persons","All ages","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",306,"Age-standardised",0.6,0.5,0.6,""
2019,"Persons","All ages","E92000001","England","C31","Malignant neoplasm of accessory sinuses",188,"Non-standardised",0.3,0.3,0.4,""
2019,"Persons","All ages","E92000001","England","C31","Malignant neoplasm of accessory sinuses",188,"Age-standardised",0.4,0.3,0.4,""
2019,"Persons","All ages","E92000001","England","C32","Malignant neoplasm of larynx",1777,"Non-standardised",3.2,3,3.3,""
2019,"Persons","All ages","E92000001","England","C32","Malignant neoplasm of larynx",1777,"Age-standardised",3.3,3.2,3.5,""
2019,"Persons","All ages","E92000001","England","C33","Malignant neoplasm of trachea",26,"Non-standardised",0,0,0.1,""
2019,"Persons","All ages","E92000001","England","C33","Malignant neoplasm of trachea",26,"Age-standardised",0,0,0.1,""
2019,"Persons","All ages","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung",40316,"Non-standardised",71.6,70.9,72.3,""
2019,"Persons","All ages","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung",40316,"Age-standardised",75.5,74.7,76.2,""
2019,"Persons","All ages","E92000001","England","C34","Malignant neoplasm of bronchus and lung",40290,"Non-standardised",71.6,70.9,72.3,""
2019,"Persons","All ages","E92000001","England","C34","Malignant neoplasm of bronchus and lung",40290,"Age-standardised",75.4,74.7,76.2,""
2019,"Persons","All ages","E92000001","England","C37","Malignant neoplasm of thymus",337,"Non-standardised",0.6,0.5,0.7,""
2019,"Persons","All ages","E92000001","England","C37","Malignant neoplasm of thymus",337,"Age-standardised",0.6,0.6,0.7,""
2019,"Persons","All ages","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura",140,"Non-standardised",0.2,0.2,0.3,""
2019,"Persons","All ages","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura",140,"Age-standardised",0.3,0.2,0.3,""
2019,"Persons","All ages","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs",5,"Non-standardised",0,0,0,"as"
2019,"Persons","All ages","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs",5,"Age-standardised",NA,NA,NA,"as"
2019,"Persons","All ages","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs",282,"Non-standardised",0.5,0.4,0.6,""
2019,"Persons","All ages","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs",282,"Age-standardised",0.5,0.4,0.6,""
2019,"Persons","All ages","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites",290,"Non-standardised",0.5,0.5,0.6,""
2019,"Persons","All ages","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites",290,"Age-standardised",0.5,0.5,0.6,""
2019,"Persons","All ages","E92000001","England","C43","Malignant melanoma of skin",15284,"Non-standardised",27.2,26.7,27.6,""
2019,"Persons","All ages","E92000001","England","C43","Malignant melanoma of skin",15284,"Age-standardised",28.4,28,28.9,""
2019,"Persons","All ages","E92000001","England","C44","Other malignant neoplasms of skin",130664,"Non-standardised",232.1,230.9,233.4,""
2019,"Persons","All ages","E92000001","England","C44","Other malignant neoplasms of skin",130664,"Age-standardised",243.2,241.9,244.5,""
2019,"Persons","All ages","E92000001","England","C45","Mesothelioma",2290,"Non-standardised",4.1,3.9,4.2,""
2019,"Persons","All ages","E92000001","England","C45","Mesothelioma",2290,"Age-standardised",4.3,4.1,4.5,""
2019,"Persons","All ages","E92000001","England","C46","Kaposi sarcoma",125,"Non-standardised",0.2,0.2,0.3,""
2019,"Persons","All ages","E92000001","England","C46","Kaposi sarcoma",125,"Age-standardised",0.2,0.2,0.3,""
2019,"Persons","All ages","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system",74,"Non-standardised",0.1,0.1,0.2,""
2019,"Persons","All ages","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system",74,"Age-standardised",0.1,0.1,0.2,""
2019,"Persons","All ages","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum",592,"Non-standardised",1.1,1,1.1,""
2019,"Persons","All ages","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum",592,"Age-standardised",1.1,1,1.2,""
2019,"Persons","All ages","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue",1721,"Non-standardised",3.1,2.9,3.2,""
2019,"Persons","All ages","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue",1721,"Age-standardised",3.2,3,3.3,""
2019,"Persons","All ages","E92000001","England","C50","Malignant neoplasm of breast",48433,"Non-standardised",86,85.3,86.8,""
2019,"Persons","All ages","E92000001","England","C50","Malignant neoplasm of breast",48433,"Age-standardised",90.4,89.6,91.2,""
2019,"Persons","All ages","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis",10410,"Non-standardised",18.5,18.1,18.9,""
2019,"Persons","All ages","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis",10410,"Age-standardised",19.4,19,19.8,""
2019,"Persons","All ages","E92000001","England","C65","Malignant neoplasm of renal pelvis",757,"Non-standardised",1.3,1.3,1.4,""
2019,"Persons","All ages","E92000001","England","C65","Malignant neoplasm of renal pelvis",757,"Age-standardised",1.4,1.3,1.5,""
2019,"Persons","All ages","E92000001","England","C66","Malignant neoplasm of ureter",685,"Non-standardised",1.2,1.1,1.3,""
2019,"Persons","All ages","E92000001","England","C66","Malignant neoplasm of ureter",685,"Age-standardised",1.3,1.2,1.4,""
2019,"Persons","All ages","E92000001","England","C67","Malignant neoplasm of bladder",9033,"Non-standardised",16,15.7,16.4,""
2019,"Persons","All ages","E92000001","England","C67","Malignant neoplasm of bladder",9033,"Age-standardised",16.8,16.5,17.2,""
2019,"Persons","All ages","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs",193,"Non-standardised",0.3,0.3,0.4,""
2019,"Persons","All ages","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs",193,"Age-standardised",0.4,0.3,0.4,""
2019,"Persons","All ages","E92000001","England","C69","Malignant neoplasm of eye and adnexa",788,"Non-standardised",1.4,1.3,1.5,""
2019,"Persons","All ages","E92000001","England","C69","Malignant neoplasm of eye and adnexa",788,"Age-standardised",1.4,1.3,1.6,""
2019,"Persons","All ages","E92000001","England","C70","Malignant neoplasm of meninges",74,"Non-standardised",0.1,0.1,0.2,""
2019,"Persons","All ages","E92000001","England","C70","Malignant neoplasm of meninges",74,"Age-standardised",0.1,0.1,0.2,""
2019,"Persons","All ages","E92000001","England","C71","Malignant neoplasm of brain",4622,"Non-standardised",8.2,8,8.5,""
2019,"Persons","All ages","E92000001","England","C71","Malignant neoplasm of brain",4622,"Age-standardised",8.5,8.3,8.7,""
2019,"Persons","All ages","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",155,"Non-standardised",0.3,0.2,0.3,""
